repo,stars,size_kb,age_days,open_issues,language,ci_pass_pct,ci_total,pr_merge_hours,pr_merged_count,releases_per_week,release_count_90d,has_actions,type
xdissent/ievms,9782,149,5338,85,Shell,,0,,0,0,0,0,code
liyupi/ai-guide,9782,3521,398,1,JavaScript,100,20,2.8,14,0,0,1,non-code
HarlonWang/AVLoadingIndicatorView,9782,14399,3798,76,Java,,0,6.3,8,0,0,0,code
advimman/lama,9781,8938,1661,122,Jupyter Notebook,,0,2214.5,9,0,0,0,code
vishnubob/wait-for-it,9777,29,3697,73,Python,,0,4873.6,8,0,0,0,code
espnet/espnet,9776,1442592,3017,52,Python,95,20,158.9,18,0,0,1,code
MahApps/MahApps.Metro,9776,121532,5267,109,C#,95,20,27.4,15,0,0,1,code
ostris/ai-toolkit,9774,33177,987,493,Python,0,1,4.5,3,0,0,1,code
deepseek-ai/3FS,9768,5654,384,147,C++,100,18,0.6,18,0,0,1,code
DouyinFE/semi-design,9766,57445,1605,268,TypeScript,38,16,91.9,15,0,0,1,code
googleapis/google-api-php-client,9765,14848,4597,67,PHP,90,20,73,14,0.08,1,1,code
instantdb/instant,9762,117688,575,19,TypeScript,75,20,1.1,18,0,0,1,code
sinonjs/sinon,9761,44388,5740,45,JavaScript,85,20,106.2,16,0,0,1,code
moesnow/March7thAssistant,9760,31986,943,36,Python,100,19,10.8,18,1.01,13,1,code
studyzy/imewlconverter,9756,64912,5088,80,C#,100,18,5.6,15,0.08,1,1,code
webdriverio/webdriverio,9753,369431,5314,285,TypeScript,69,13,167.5,12,0.7,9,1,code
ImageOptim/ImageOptim,9749,6623,4791,196,HTML,,0,1.5,15,0,0,0,code
yzhao062/pyod,9749,42915,3087,238,Python,95,20,57.3,16,0.08,1,1,code
s3fs-fuse/s3fs-fuse,9747,6940,4499,306,C++,72,18,18.8,19,0,0,1,code
xaoyaoo/PyWxDump,9746,690,940,66,unknown,63,8,1,13,0,0,1,code
sindresorhus/pageres,9745,8983,4422,0,TypeScript,61,18,24.5,7,0,0,1,code
jiaaro/pydub,9745,36853,5434,414,Python,100,3,5538,2,0,0,1,code
iSoron/uhabits,9744,40681,4148,51,Kotlin,50,14,1134.9,5,0,0,1,code
lostindark/DriverStoreExplorer,9744,2055,3563,25,C#,95,20,9,18,0.31,4,1,code
livekit/agents,9741,24554,880,535,Python,79,19,15.1,15,0.93,12,1,code
microsoft/magentic-ui,9739,51595,317,76,Python,100,20,4.3,13,0,0,1,code
drivendataorg/cookiecutter-data-science,9738,1314,3792,30,Python,16,19,51.2,10,0,0,1,code
gitkraken/vscode-gitlens,9736,170135,3509,923,TypeScript,100,19,92.3,18,0.54,7,1,code
boto/boto3,9736,17149,4183,180,Python,90,20,41.1,17,0,0,1,code
tstack/lnav,9735,62505,6029,253,C++,100,20,0.5,17,0.08,1,1,code
swyxio/spark-joy,9735,2039,2512,15,unknown,100,11,1110.1,19,0,0,1,code
labs42io/clean-code-typescript,9731,134,2612,3,TypeScript,100,3,404.7,10,0,0,1,code
adamwdraper/Numeral-js,9725,1258,4915,349,JavaScript,86,7,,0,0,0,1,code
linebender/druid,9724,10213,2693,301,Rust,75,20,8.3,13,0,0,1,code
blinkospace/blinko,9723,41603,511,346,TypeScript,100,20,112.4,18,0.54,7,1,code
krillinai/KrillinAI,9721,76992,456,24,Go,100,1,27.3,14,0,0,1,code
pkgxdev/pkgx,9721,1986,1579,28,Rust,95,20,9.4,17,0.16,2,1,code
git-bug/git-bug,9719,30872,2806,157,Go,100,20,17,20,0,0,1,code
Wei-Shaw/claude-relay-service,9718,75254,247,268,JavaScript,100,20,15.7,13,1.56,20,1,code
open-mmlab/Amphion,9715,133659,854,170,Python,85,20,6.1,13,0,0,1,code
pycaret/pycaret,9713,267573,2307,423,Jupyter Notebook,10,20,51.4,9,0,0,1,code
lihengming/spring-boot-api-project-seed,9713,77,3190,112,Java,,0,5.1,1,0,0,0,code
paramiko/paramiko,9712,8340,6253,1153,Python,,0,16320.1,1,0,0,0,code
lukeed/clsx,9712,139,2640,14,JavaScript,0,1,9,7,0,0,1,code
upgundecha/howtheysre,9708,458,1858,10,JavaScript,100,20,0.1,16,0,0,1,code
YoKeyword/Fragmentation,9708,29343,3676,191,Java,,0,0.1,14,0,0,0,code
AlloyTeam/Mars,9707,211,4620,19,unknown,,0,7.2,18,0,0,0,non-code
MacDownApp/macdown,9707,13473,4287,561,Rich Text Format,,0,278,2,0,0,0,non-code
spinnaker/spinnaker,9704,194772,4277,139,Java,95,19,55.6,13,0.23,3,1,code
egametang/ET,9704,164606,5743,87,C#,,0,7.3,8,0,0,0,code
johnthagen/min-sized-rust,9702,99,2656,12,Rust,100,11,3,17,0,0,1,code
doctrine/dbal,9701,45076,5781,293,PHP,100,17,10.3,17,0.16,2,1,code
microsoft/Windows-universal-samples,9701,50957,4029,154,JavaScript,100,20,,0,0,0,1,code
projectdiscovery/httpx,9699,10830,2119,26,Go,100,13,18.2,13,0.23,3,1,code
newlinedotco/FlappySwift,9697,232,4306,19,Swift,,0,169.8,6,0,0,0,code
niedev/RTranslator,9694,34303,2179,25,C++,0,20,5.8,14,0.08,1,1,code
taojy123/KeymouseGo,9694,64978,4064,118,Python,94,17,7.3,16,0,0,1,code
aalhour/awesome-compilers,9692,300,3534,54,unknown,,0,4368.3,5,0,0,0,non-code
geerlingguy/ansible-for-devops,9686,474,4345,116,Python,0,20,14932,6,0,0,1,code
floooh/sokol,9686,12814,3169,150,C,100,16,1.7,14,0,0,1,code
WebKit/WebKit,9685,12191964,1923,1996,JavaScript,100,3,6.8,17,0,0,1,code
FasterXML/jackson,9683,32049,5264,0,unknown,,0,5.4,20,0,0,0,non-code
activeadmin/activeadmin,9682,16382,5816,25,Ruby,100,13,0.9,9,0.31,4,1,code
LMMS/lmms,9681,99559,4450,1396,C++,88,17,1074.3,18,0,0,1,code
shmilylty/OneForAll,9677,107992,2655,102,Python,50,2,108.3,10,0,0,1,code
coryhouse/react-slingshot,9675,4359,3729,88,JavaScript,,0,,0,0,0,0,code
saturndec/waoowaoo,9675,9490,55,93,TypeScript,65,20,,0,0.08,1,1,code
open-mmlab/mmsegmentation,9674,45272,2103,865,Python,,0,586.5,9,0,0,0,code
xuebinqin/U-2-Net,9672,68541,2144,248,Python,,0,742.3,9,0,0,0,code
QwenLM/Qwen3-TTS,9671,7042,56,85,Python,95,20,23.2,1,0,0,1,code
mshumer/gpt-prompt-engineer,9668,87,988,32,Jupyter Notebook,,0,1,9,0,0,0,code
vuejs/petite-vue,9664,288,1721,21,TypeScript,,0,667.9,8,0,0,0,code
kevinzhow/PNChart,9664,676,4514,174,Objective-C,,0,585.9,18,0,0,0,code
perwendel/spark,9663,2503,5431,260,Java,,0,7809.4,5,0,0,0,code
FluentValidation/FluentValidation,9663,20010,5932,2,C#,100,20,42.1,17,0,0,1,code
cloudflare/moltworker,9663,159117,50,126,TypeScript,33,15,0.3,1,0,0,1,code
vuejs-templates/webpack,9661,1274,3735,177,JavaScript,,0,260.2,2,0,0,0,code
koral--/android-gif-drawable,9660,6114,4795,33,Java,100,20,0.6,14,0.16,2,1,code
ValueCell-ai/valuecell,9660,22133,198,53,Python,60,20,0.1,15,0.08,1,1,code
apache/cassandra,9658,459120,6145,609,Java,100,20,3840.8,2,0,0,1,code
aikorea/awesome-rl,9658,242,3873,7,unknown,,0,1804.9,9,0,0,0,non-code
akaunting/akaunting,9653,83409,3192,6,PHP,75,20,51.4,13,0,0,1,code
jadore801120/attention-is-all-you-need-pytorch,9652,166,3199,82,Python,,0,268.2,3,0,0,0,code
evolus/pencil,9651,37364,4290,533,JavaScript,,0,14465,2,0,0,0,code
openebs/openebs,9651,339769,3516,40,unknown,84,19,136.7,17,0,0,1,code
Usagi-org/ai-goofish-monitor,9650,9810,245,16,Python,100,2,0,20,0.54,7,1,code
agenda/agenda,9644,5427,4523,1,HTML,100,18,0.1,19,1.56,20,1,code
microsoft/fast,9640,198588,2938,80,TypeScript,75,20,81.5,14,0,0,1,code
sktime/sktime,9638,90626,2689,1969,Python,100,4,706.5,8,0,0,1,code
utterance/utterances,9637,4517,3251,171,TypeScript,,0,0.6,7,0,0,0,code
sindresorhus/ora,9636,755,3667,0,JavaScript,95,20,37.8,10,0.23,3,1,code
microsoft/vscode-copilot-chat,9635,82927,281,221,TypeScript,100,20,2.2,19,1.56,20,1,code
facebookincubator/SocketRocket,9634,2458,5161,189,Objective-C,100,3,7258.6,8,0,0,1,code
andrewyng/context-hub,9633,5793,139,92,JavaScript,,0,4,16,0,0,0,code
BartoszJarocki/cv,9630,641,815,16,TypeScript,,0,8,3,0,0,0,code
coursera-dl/coursera-dl,9630,1808,5109,216,Python,,0,106.4,7,0,0,0,code
toutiaoio/awesome-architecture,9629,99,2428,10,unknown,,0,,0,0,0,0,non-code
bchavez/Bogus,9628,6417,3938,86,C#,,0,944.3,15,0,0,0,code
ValveSoftware/source-sdk-2013,9628,691193,4647,963,C++,,0,1949.3,15,0,0,0,code
NoeFabris/opencode-antigravity-auth,9628,1206,98,36,TypeScript,100,7,0.5,3,1.56,20,1,code
ksoichiro/Android-ObservableScrollView,9627,13780,4148,178,Java,,0,28.3,16,0,0,0,code
rothgar/awesome-tmux,9627,987,3635,5,unknown,73,15,196.7,14,0,0,1,non-code
jprichardson/node-fs-extra,9624,1329,5235,12,JavaScript,100,19,74.9,17,0,0,1,code
google/re2,9621,10559,4229,20,C++,,0,0.9,2,0,0,0,code
VGraupera/1on1-questions,9619,231,3042,3,JavaScript,,0,11.3,9,0,0,0,code
awesome-lists/awesome-bash,9615,89,3691,3,Shell,,0,39.8,9,0,0,0,non-code
DataV-Team/DataV,9614,3158,2660,216,Vue,,0,58.9,10,0,0,0,code
bilibili/DanmakuFlameMaster,9611,3580,4602,262,Java,,0,0.9,12,0,0,0,code
npm/cli,9610,173861,2812,624,JavaScript,94,17,17,17,1.56,20,1,code
Lightricks/LTX-Video,9606,126,483,88,Python,100,20,0,11,0,0,1,code
breezy-weather/breezy-weather,9604,1056504,1432,110,Kotlin,100,20,16.1,13,0.31,4,1,code
docker/docker-bench-security,9603,4535,3964,26,Shell,100,9,21.1,15,0,0,1,code
roboticcam/machine-learning-notes,9601,179022,2953,26,Jupyter Notebook,,0,,0,0,0,0,non-code
wangshub/Douyin-Bot,9601,40701,2852,64,Python,,0,0.8,9,0,0,0,code
gzc/CLRS,9599,12300,4488,85,C++,,0,261,12,0,0,0,code
flyway/flyway,9597,1482639,4842,246,Java,79,14,,0,0.86,11,1,code
tidwall/tile38,9597,50625,3665,156,Go,61,18,114.7,18,0.08,1,1,code
tflearn/tflearn,9596,1589,3639,579,Python,,0,82.4,12,0,0,0,code
ThreeDotsLabs/watermill,9595,27981,2686,102,Go,47,17,29.5,15,0,0,1,code
mac-cain13/R.swift,9595,6856,4114,78,Swift,75,4,232.2,7,0,0,1,code
aws-amplify/amplify-js,9592,248865,3088,476,TypeScript,58,12,15.3,15,0.54,7,1,code
sqlfluff/sqlfluff,9592,50254,2693,499,Python,100,11,70.5,19,0.62,8,1,code
ruanyf/webpack-demos,9592,953,3869,0,JavaScript,0,1,24.2,13,0,0,1,code
unovue/shadcn-vue,9590,30354,996,125,TypeScript,80,20,647.8,15,0,0,1,code
felixse/FluentTerminal,9589,18893,2978,254,C#,0,1,69.7,17,0,0,1,code
skypilot-org/skypilot,9588,231716,1679,366,Python,95,20,2.8,14,0.08,1,1,code
invoiceninja/invoiceninja,9588,4159374,4495,908,PHP,61,18,0,13,1.56,20,1,code
AutoMQ/automq,9588,169257,944,83,Java,100,17,1.3,19,0.39,5,1,code
pmndrs/use-gesture,9587,186993,2917,50,TypeScript,,0,11.3,16,0,0,0,code
ollama/ollama-python,9586,590,830,133,Python,100,14,16.9,10,0,0,1,code
ripperhe/Bob,9580,99,2342,110,unknown,100,3,4.9,7,0,0,1,code
polaris1119/The-Golang-Standard-Library-by-Example,9579,518,4721,34,Go,,0,113.2,17,0,0,0,code
erikras/ducks-modular-redux,9578,494,3852,36,JavaScript,,0,1552.7,15,0,0,0,code
KoljaB/RealtimeSTT,9572,916,932,133,Python,100,20,81.8,15,0,0,1,code
jnsahaj/tweakcn,9570,89518,369,47,TypeScript,,0,118,13,0,0,0,code
tpn/pdfs,9570,3565207,4293,8,HTML,,0,1194.1,2,0,0,0,code
polarsource/polar,9566,406276,1147,354,Python,100,13,0.2,19,0.16,2,1,code
sigoden/aichat,9564,4159,1111,59,Rust,100,1,0.1,8,0,0,1,code
a16z-infra/ai-town,9562,18510,976,68,TypeScript,,0,26.3,7,0,0,0,code
gorse-io/gorse,9562,13573,2773,122,Go,78,9,0.7,16,0.47,6,1,code
huggingface/accelerate,9561,7005,1965,96,Python,56,9,92.2,15,0.08,1,1,code
react-page/react-page,9561,232646,3946,3,TypeScript,30,20,0.7,4,0,0,1,code
macfuse/macfuse,9560,1538,5397,37,unknown,,0,366.3,4,0.08,1,0,non-code
aden-hive/hive,9560,13052,65,1375,Python,0,5,2,12,1.56,20,1,code
erincatto/box2d,9560,17078,4022,30,C,71,17,5.7,12,0,0,1,code
zyddnys/manga-image-translator,9555,89334,1854,145,Python,95,20,393.3,14,0,0,1,code
bottlerocket-os/bottlerocket,9555,16780,2540,173,Rust,100,19,20.6,17,0.31,4,1,code
rapidsai/cudf,9553,196395,3237,1207,C++,85,13,2.2,16,0.16,2,1,code
owasp-modsecurity/ModSecurity,9552,77755,5523,275,C++,63,16,54.6,16,0,0,1,code
Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies,9552,160,669,5,unknown,,0,,0,0,0,0,non-code
buefy/buefy,9551,35045,3274,89,Vue,70,20,24.9,17,0.08,1,1,code
aws/serverless-application-model,9550,243399,3445,110,Python,85,20,7.5,11,0.16,2,1,code
MyCATApache/Mycat-Server,9547,19570,4122,951,Java,,0,23.6,12,0,0,0,code
rubickCenter/rubick,9544,107853,1741,144,TypeScript,36,14,126.6,16,0.08,1,1,code
godotengine/awesome-godot,9543,484,3993,38,unknown,30,20,54.8,19,0,0,1,non-code
ihmily/DouyinLiveRecorder,9543,18663,975,463,Python,100,14,0,10,0,0,1,code
seemoo-lab/opendrop,9540,111,2500,56,Python,,0,0.2,7,0,0,0,code
BYVoid/OpenCC,9536,9751,5725,251,C++,100,20,13.5,19,0.08,1,1,code
rustdesk/rustdesk-server,9535,1678,1997,161,Rust,,0,45.1,11,0.08,1,0,code
liaohuqiu/android-Ultra-Pull-To-Refresh,9533,3474,4143,173,Java,,0,0.3,11,0,0,0,code
joelgrus/data-science-from-scratch,9530,769,4147,79,Python,,0,10.2,4,0,0,0,code
pymc-devs/pymc,9528,541373,6161,500,Python,94,17,32.4,11,0.39,5,1,code
SwiftGen/SwiftGen,9528,49775,3898,156,Swift,25,8,71.9,12,0,0,1,code
tilt-dev/tilt,9527,113546,2780,502,Go,0,20,23.3,16,0.23,3,1,code
offa/android-foss,9526,734,3285,18,Python,85,20,24.9,18,0,0,1,code
thoughtbot/guides,9525,973,4982,11,Ruby,75,20,167.7,15,0,0,1,non-code
lancedb/lancedb,9524,24971,1114,606,HTML,100,20,54.7,19,1.56,20,1,code
pmndrs/drei,9522,50838,2152,69,JavaScript,71,17,1.2,2,0.39,5,1,code
Humanizr/Humanizer,9519,10472,5067,183,C#,100,16,3.1,11,0.16,2,1,code
phiresky/ripgrep-all,9517,9770,2479,67,Rust,94,16,754.7,4,0,0,1,code
BlinkDL/ChatRWKV,9516,31212,1160,57,Python,,0,0.9,14,0,0,0,code
sloria/TextBlob,9515,7628,4644,71,Python,95,20,23.3,19,0,0,1,code
mbasso/awesome-wasm,9514,431,3249,55,unknown,50,2,11854.8,11,0,0,1,non-code
AGWA/git-crypt,9513,350,4837,124,C++,50,2,,0,0,0,1,code
blacklanternsecurity/bbot,9512,81907,1467,82,Python,72,18,21.8,16,0,0,1,code
wpscanteam/wpscan,9509,60702,4998,72,Ruby,100,20,645,3,0,0,1,code
MiCode/Xiaomi_Kernel_OpenSource,9508,4779697,4095,14610,unknown,,0,827.9,1,0,0,0,non-code
ChenYilong/iOSInterviewQuestions,9507,192953,3883,68,Swift,,0,272.9,16,0,0,0,non-code
modelscope/facechain,9506,101027,951,23,Jupyter Notebook,,0,0.5,16,0,0,0,code
olistic/warriorjs,9505,6987,3976,19,TypeScript,90,20,0.1,12,0,0,1,code
kanboard/kanboard,9505,95895,4435,140,PHP,100,20,0.8,20,0.23,3,1,code
brexhq/prompt-engineering,9504,222,1062,3,unknown,,0,13.4,2,0,0,0,non-code
gabrielbull/react-desktop,9504,5067,3808,36,JavaScript,0,4,64.5,15,0,0,1,code
hanxi/xiaomusic,9504,22604,886,67,Python,90,20,0.6,18,1.56,20,1,code
scrapinghub/portia,9498,25569,4380,129,Python,,0,0.4,14,0,0,0,code
shidenggui/easytrader,9498,926,3756,12,Python,0,20,138.7,12,0,0,1,code
mobz/elasticsearch-head,9497,2598,5389,175,JavaScript,,0,47.6,10,0,0,0,code
WongKinYiu/yolov9,9492,3182,759,423,Python,,0,,0,0,0,0,code
eduardolundgren/tracking.js,9491,32885,5021,226,JavaScript,,0,11.5,12,0,0,0,code
dataabc/weiboSpider,9490,568,3645,39,Python,38,13,7.2,17,0,0,1,code
VirusTotal/yara,9490,23959,4850,173,C,94,18,83.9,9,0,0,1,code
iam-veeramalla/Jenkins-Zero-To-Hero,9490,154,1141,343,Python,,0,,0,0,0,0,code
crossoverJie/cim,9490,35265,2859,41,Java,74,19,10.4,19,0,0,1,code
nix-community/home-manager,9489,155507,3350,923,Nix,89,18,15.5,17,0,0,1,code
onnx/models,9487,428954,3085,213,Jupyter Notebook,90,20,10.6,15,0,0,1,code
opendatalab/PDF-Extract-Kit,9484,51922,629,106,Python,,0,0.1,15,0,0,0,code
peachananr/onepage-scroll,9484,244,4570,266,JavaScript,100,1,,0,0,0,1,code
umano/AndroidSlidingUpPanel,9484,2861,4674,299,Java,,0,1121.1,4,0,0,0,code
resque/resque,9481,2682,6062,87,Ruby,100,20,1774.6,17,0.08,1,1,code
bregman-arie/devops-resources,9481,1822,2627,26,Groovy,,0,4.5,15,0,0,0,non-code
nlpxucan/WizardLM,9479,12089,1060,168,Python,,0,0,18,0,0,0,code
bpmn-io/bpmn-js,9478,14807,4391,137,JavaScript,81,16,20.5,14,0.54,7,1,code
probot/probot,9475,14016,3469,41,TypeScript,72,18,53.5,18,0.08,1,1,code
cocos/cocos-engine,9474,358986,3756,1009,C++,100,2,55.9,8,0,0,1,code
Stellarium/stellarium,9471,5680046,4357,421,C++,100,16,7.3,17,0.08,1,1,code
je-suis-tm/quant-trading,9471,13096,2906,3,Python,,0,239.7,3,0,0,0,code
CodingDocs/awesome-java,9470,2006,2294,15,unknown,,0,21.4,5,0,0,0,non-code
Automattic/kue,9468,6432,5377,288,JavaScript,,0,8.5,2,0,0,0,code
pastelsky/bundlephobia,9468,9415,3278,357,JavaScript,68,19,91.4,18,0,0,1,code
anomalyco/opentui,9467,7170,240,122,TypeScript,100,11,25.3,16,1.56,20,1,code
spring-projects/spring-security,9467,92896,5180,1277,Java,94,16,30.4,19,0.54,7,1,code
matheusfelipeog/beautiful-docs,9466,268,5186,3,unknown,,0,3083,16,0,0,0,non-code
XIU2/UserScript,9465,4564,1996,48,JavaScript,100,20,9.2,10,0,0,1,code
aphyr/distsys-class,9461,96,3637,6,unknown,,0,1879.1,3,0,0,0,non-code
KDE/krita,9460,8849594,3813,0,C++,,0,,0,0,0,0,code
rough-stuff/rough-notation,9459,69,2123,33,TypeScript,,0,3.4,17,0,0,0,code
SeaQL/sea-orm,9458,20403,1863,236,Rust,44,18,24.1,16,0.54,7,1,code
1N3/Sn1per,9457,33328,3846,7,Shell,,0,215.7,12,0,0,0,code
NVIDIA/cutlass,9454,65555,3030,585,C++,100,18,308.7,16,0.39,5,1,code
conda-forge/miniforge,9453,927,2316,128,Shell,50,20,100.7,17,0.16,2,1,code
dotnet/yarp,9451,23344,2204,183,C#,100,20,33,19,0,0,1,code
mcp-use/mcp-use,9450,117528,355,69,TypeScript,88,17,1.6,15,1.56,20,1,code
MrS0m30n3/youtube-dl-gui,9449,2329,4400,198,Python,,0,,0,0,0,0,code
major/MySQLTuner-perl,9448,35364,6137,41,Perl,79,19,0.1,18,0,0,1,code
oclif/oclif,9448,8437,2987,15,TypeScript,94,18,18.4,18,1.56,20,1,code
malwaredllc/byob,9446,39569,3012,9,Python,90,20,,0,0,0,1,code
sjwhitworth/golearn,9444,27723,4465,89,Go,,0,192.6,12,0,0,0,code
Open-Dev-Society/OpenStock,9442,2201,171,22,TypeScript,100,9,0,18,0,0,1,code
cosscom/coss,9442,15325,519,8,TypeScript,100,20,69.5,19,0,0,1,code
reactiveui/refit,9437,16059,4622,204,C#,5,20,241.6,17,0.08,1,1,code
MorvanZhou/Reinforcement-learning-with-tensorflow,9434,438,3238,70,Python,,0,45.6,6,0,0,0,non-code
noah-nuebling/mac-mouse-fix,9434,125603,2414,1040,Objective-C,100,20,256.2,3,0,0,1,code
JimLiu/baoyu-skills,9433,30449,64,2,TypeScript,85,20,11.3,15,0,0,1,code
getlago/lago,9432,155276,1479,25,Go,100,20,8.4,19,0.7,9,1,code
arogozhnikov/einops,9432,2837,2734,33,Python,65,20,0.4,19,0.08,1,1,code
vikhyat/moondream,9427,46265,810,178,Python,75,20,20.3,15,0,0,1,code
swagger-api/swagger-editor,9426,2447871,4337,34,JavaScript,85,20,80.1,10,0.62,8,1,code
uncss/uncss,9422,1751,4717,58,JavaScript,100,20,0.1,16,0,0,1,code
antfu-collective/vitesse,9422,3784,2047,33,TypeScript,84,19,12.7,14,0,0,1,code
ZeroLu/awesome-nanobanana-pro,9418,233,128,9,unknown,,0,,0,0,0,0,non-code
opendigg/awesome-github-wechat-weapp,9415,23,3354,11,unknown,,0,,0,0,0,0,non-code
hediet/vscode-drawio,9413,11288,2140,162,TypeScript,26,19,19.5,9,0,0,1,code
toniblyx/my-arsenal-of-aws-security-tools,9413,290,2800,7,Shell,,0,15.5,18,0,0,0,code
flannel-io/flannel,9412,67279,4269,17,Go,100,20,0.8,17,0.16,2,1,code
bluewave-labs/Checkmate,9411,29868,687,93,TypeScript,100,19,0.3,18,0.31,4,1,code
etcd-io/bbolt,9409,2831,3196,35,Go,84,19,18.8,17,0,0,1,code
Justson/AgentWeb,9409,29032,3232,88,Java,,0,63.4,10,0,0,0,code
github/copilot-cli,9408,342,1167,1175,Shell,100,8,0.7,5,1.56,20,1,code
juliocesarfort/public-pentesting-reports,9408,732614,3512,16,HTML,,0,5983.5,17,0,0,0,code
goplus/xgo,9407,25985,3749,53,Go,90,20,0.3,16,0.7,9,1,code
wxt-dev/wxt,9404,10125,997,212,TypeScript,100,15,34.6,10,1.4,18,1,code
Leantime/leantime,9404,247040,4072,310,PHP,80,15,14.1,17,0.54,7,1,code
projectstorm/react-diagrams,9399,14171,3575,321,TypeScript,100,2,2.3,20,0,0,1,code
gruntwork-io/terragrunt,9397,64883,3585,200,Go,65,20,60.5,11,1.56,20,1,code
json-path/JsonPath,9396,2479,5532,432,Java,84,19,3.3,8,0.08,1,1,code
phpDocumentor/ReflectionDocBlock,9391,1373,5094,13,PHP,100,18,17.6,18,0.31,4,1,code
diasurgical/DevilutionX,9389,95055,2785,458,C++,100,20,10.2,14,0,0,1,code
Oneflow-Inc/oneflow,9389,86614,3322,645,C++,0,20,600.5,2,0,0,1,code
clojure/clojurescript,9385,18707,5354,6,Clojure,100,20,0.2,15,0,0,1,code
pocoproject/poco,9384,164433,4893,116,C++,100,20,10.2,10,0.08,1,1,code
cloudflare/cfssl,9383,44353,4271,330,Go,12,17,64.8,16,0,0,1,code
pockethub/PocketHub,9382,11945,5305,134,Java,,0,310.9,13,0,0,0,code
hybridgroup/gobot,9381,13494,4561,98,Go,85,20,0.1,11,0,0,1,code
chuanxshi/javascript-patterns,9378,1308,5212,20,HTML,,0,31507.2,13,0,0,0,code
mrmrs/colors,9375,959,4657,16,CSS,,0,184.4,5,0,0,0,code
SignalR/SignalR,9375,44685,5353,73,C#,25,4,72.6,13,0,0,1,code
hyperdxio/hyperdx,9374,34837,917,130,TypeScript,87,15,23.7,17,1.56,20,1,code
dr5hn/countries-states-cities-database,9372,6938086,2798,39,Python,40,5,0.1,18,0.08,1,1,code
huanghaibin-dev/CalendarView,9369,156817,3294,458,Java,,0,6.6,8,0,0,0,code
Openwrt-Passwall/openwrt-passwall,9369,23772,2720,4,Lua,100,20,0.8,15,0.47,6,1,code
Studio3T/robomongo,9368,39301,4879,724,C++,,0,280,12,0,0,0,code
fenixsoft/awesome-fenix,9367,667468,2277,242,Vue,100,2,85.4,20,0,0,1,non-code
jpochyla/psst,9365,5686,2121,141,Rust,80,15,78.5,14,0,0,1,code
hoochanlon/hamuleite,9364,84361,2953,0,Python,100,19,0.8,14,0,0,1,code
gitbucket/gitbucket,9361,43260,4725,327,Scala,90,20,13.1,18,0.16,2,1,code
vimwiki/vimwiki,9361,6492,4871,237,Vim Script,0,2,361.8,17,0,0,1,code
mit-pdos/xv6-riscv,9361,17874,2396,42,C,,0,,0,0,0,0,code
hacksalot/HackMyResume,9361,3258,3828,67,JavaScript,,0,9206,15,0,0,0,code
hrsh7th/nvim-cmp,9360,964,1723,301,Lua,47,17,1520.4,14,0,0,1,code
litedb-org/LiteDB,9358,47032,4223,743,C#,80,20,32.6,10,0.16,2,1,code
vue-bulma/vue-admin,9358,176712,3575,103,unknown,,0,13.2,14,0,0,0,code
dstotijn/hetty,9356,1887,2313,30,Go,50,2,,0,0,0,1,code
Rob--W/cors-anywhere,9355,231,4821,94,JavaScript,,0,,0,0,0,0,code
unopim/unopim,9355,20129,602,43,PHP,30,10,39,15,0,0,1,code
EtherDream/jsproxy,9354,2889,2571,190,Shell,,0,1.2,2,0,0,0,code
kxxwz/SJTU-Courses,9354,1010737,2983,5,unknown,,0,1,9,0,0,0,non-code
github/codeql,9354,481802,2787,1308,CodeQL,100,19,18.3,16,0,0,1,code
c3js/c3,9353,15467,4626,779,JavaScript,15,20,24.7,10,0,0,1,code
pyannote/pyannote-audio,9352,265319,3663,37,Jupyter Notebook,80,20,53.4,15,0.08,1,1,code
veracrypt/VeraCrypt,9350,513243,4147,510,C,100,20,63.4,17,0,0,1,code
dingo/api,9350,1684,4359,191,PHP,,0,0.2,9,0,0,0,code
kristoferjoseph/flexboxgrid,9341,450,4469,62,HTML,,0,1053.1,8,0,0,0,code
GcsSloop/AndroidNote,9341,7036,3725,52,Java,,0,0.3,11,0,0,0,code
missive/emoji-mart,9335,56813,3537,213,TypeScript,80,20,2150,2,0,0,1,code
chaitin/PandaWiki,9335,42407,307,315,TypeScript,100,20,0.7,20,1.56,20,1,code
adobe-fonts/source-han-serif,9331,15818077,3297,73,Shell,,0,12.9,3,0,0,0,code
dotnet/machinelearning,9329,101799,2876,1002,C#,89,18,7.9,17,0.08,1,1,code
zardus/ctf-tools,9327,647,3968,12,Shell,90,20,16.3,16,0,0,1,code
vwxyzjn/cleanrl,9327,141149,2476,94,Python,25,20,13.9,10,0,0,1,code
nextcloud/all-in-one,9326,11780,1569,62,PHP,94,16,13.3,17,0.93,12,1,code
cnodejs/nodeclub,9326,9535,5145,163,JavaScript,,0,,0,0,0,0,code
daylerees/colour-schemes,9326,11867,5032,56,HTML,,0,6094.7,6,0,0,0,code
AdrienTorris/awesome-blazor,9323,5605,2911,91,unknown,100,2,1234.4,17,0,0,1,non-code
JakHuang/form-generator,9323,3965,2271,137,Vue,,0,812,2,0,0,0,code
go-acme/lego,9322,18439,3936,135,Go,85,20,2.1,18,0.16,2,1,code
mautic/mautic,9321,267445,4594,273,PHP,83,18,109.2,9,0.39,5,1,code
